.699635339 seconds | CompleteTranslationUnit;
.000196000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::map<apache::thrift::type_class::set<apache::thrift::type_class::integral>, apache::thrift::type_class::integral>, apache::thrift::type_class::string>, std::__1::map<std::__1::map<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::pair<const std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char> > >, std::__1::basic_string<char>, std::__1::less<std::__1::map<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::pair<const std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char> > > >, std::__1::allocator<std::__1::pair<const std::__1::map<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::pair<const std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, signed char> > >, std::__1::basic_string<char> > > >, void>;
.001209999 seconds | std::__1::map<short, double, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, double> > >::operator=;
.000143999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::floating_point>, std::__1::map<short, double, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, double> > >, void>;
.000445000 seconds | std::__1::vector<signed char, std::__1::allocator<signed char> >::operator=;
.000080000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::list<apache::thrift::type_class::integral>, std::__1::vector<signed char, std::__1::allocator<signed char> >, void>;
.001211000 seconds | std::__1::map<std::__1::basic_string<char>, signed char, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, signed char> > >::operator=;
.000109999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::binary, apache::thrift::type_class::integral>, std::__1::map<std::__1::basic_string<char>, signed char, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, signed char> > >, void>;
.000817000 seconds | std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >::operator=;
.000081999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::string>, std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, void>;
.001224999 seconds | std::__1::map<signed char, std::__1::basic_string<char>, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, std::__1::basic_string<char> > > >::operator=;
.000106999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<signed char, std::__1::basic_string<char>, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, std::__1::basic_string<char> > > >, void>;
.001219999 seconds | std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >::operator=;
.000148000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>;
.001272999 seconds | std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >::operator=;
.000106999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>;
.001222000 seconds | std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >::operator=;
.000109000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>;
.001212999 seconds | std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >::operator=;
.000086999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::structure>, std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >, void>;
.001206000 seconds | std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >::operator=;
.000106000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::integral>, std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, void>;
.001330000 seconds | std::__1::map<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, int, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::pair<const std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, int> > >::operator=;
.000148000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::set<apache::thrift::type_class::integral>, apache::thrift::type_class::integral>, std::__1::map<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, int, std::__1::less<std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> > >, std::__1::allocator<std::__1::pair<const std::__1::set<bool, std::__1::less<bool>, std::__1::allocator<bool> >, int> > >, void>;
.001320999 seconds | std::__1::map<cpp2::Struct1, bool, std::__1::less<cpp2::Struct1>, std::__1::allocator<std::__1::pair<const cpp2::Struct1, bool> > >::operator=;
.000107999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct1, bool, std::__1::less<cpp2::Struct1>, std::__1::allocator<std::__1::pair<const cpp2::Struct1, bool> > >, void>;
.001228999 seconds | std::__1::map<std::__1::vector<double, std::__1::allocator<double> >, short, std::__1::less<std::__1::vector<double, std::__1::allocator<double> > >, std::__1::allocator<std::__1::pair<const std::__1::vector<double, std::__1::allocator<double> >, short> > >::operator=;
.000150999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::list<apache::thrift::type_class::floating_point>, apache::thrift::type_class::integral>, std::__1::map<std::__1::vector<double, std::__1::allocator<double> >, short, std::__1::less<std::__1::vector<double, std::__1::allocator<double> > >, std::__1::allocator<std::__1::pair<const std::__1::vector<double, std::__1::allocator<double> >, short> > >, void>;
.001244999 seconds | std::__1::map<std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >, double, std::__1::less<std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >, double> > >::operator=;
.000158000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::set<apache::thrift::type_class::list<apache::thrift::type_class::integral> >, apache::thrift::type_class::floating_point>, std::__1::map<std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >, double, std::__1::less<std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > > >, std::__1::allocator<std::__1::pair<const std::__1::set<std::__1::vector<int, std::__1::allocator<int> >, std::__1::less<std::__1::vector<int, std::__1::allocator<int> > >, std::__1::allocator<std::__1::vector<int, std::__1::allocator<int> > > >, double> > >, void>;
.000438999 seconds | std::__1::vector<long long, std::__1::allocator<long long> >::operator=;
.000078999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::list<apache::thrift::type_class::integral>, std::__1::vector<long long, std::__1::allocator<long long> >, void>;
.001253999 seconds | std::__1::map<signed char, long long, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, long long> > >::operator=;
.000110999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::integral>, std::__1::map<signed char, long long, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, long long> > >, void>;
.001211000 seconds | std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >::operator=;
.000086000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::floating_point>, std::__1::set<float, std::__1::less<float>, std::__1::allocator<float> >, void>;
.001406000 seconds | std::__1::set<short, std::__1::less<short>, std::__1::allocator<short> >::operator=;
.000083000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::integral>, std::__1::set<short, std::__1::less<short>, std::__1::allocator<short> >, void>;
.000445999 seconds | std::__1::vector<cpp2::Struct8, std::__1::allocator<cpp2::Struct8> >::operator=;
.000080000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::list<apache::thrift::type_class::structure>, std::__1::vector<cpp2::Struct8, std::__1::allocator<cpp2::Struct8> >, void>;
.001417000 seconds | std::__1::set<long long, std::__1::less<long long>, std::__1::allocator<long long> >::operator=;
.000082000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::integral>, std::__1::set<long long, std::__1::less<long long>, std::__1::allocator<long long> >, void>;
.001192000 seconds | std::__1::map<signed char, float, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, float> > >::operator=;
.000110000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::floating_point>, std::__1::map<signed char, float, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, float> > >, void>;
.000364000 seconds | folly::operator==;
.000078000 seconds | std::__1::swap;
.000237999 seconds | std::__1::swap<long long>;
.000053999 seconds | std::__1::swap;
.000144999 seconds | std::__1::swap<short>;
.000064000 seconds | std::__1::swap;
.000194000 seconds | std::__1::swap<int>;
.000569000 seconds | std::__1::swap;
.001465000 seconds | std::__1::swap<double, std::__1::less<double>, std::__1::allocator<double> >;
.000515000 seconds | std::__1::swap;
.005768999 seconds | std::__1::swap<std::__1::basic_string<char>, std::__1::map<std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > >, double, std::__1::less<std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > > >, std::__1::allocator<std::__1::pair<const std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > >, double> > >, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, std::__1::map<std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > >, double, std::__1::less<std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > > >, std::__1::allocator<std::__1::pair<const std::__1::map<short, short, std::__1::less<short>, std::__1::allocator<std::__1::pair<const short, short> > >, double> > > > > >;
.000523000 seconds | std::__1::swap;
.000087999 seconds | std::__1::swap;
.000201000 seconds | std::__1::swap<signed char>;
.000464000 seconds | std::__1::swap;
.000211999 seconds | std::__1::swap<cpp2::Struct0::__isset>;
.002866000 seconds | cpp2::Struct0::read<apache::thrift::BinaryProtocolReader>;
.000803000 seconds | cpp2::Struct0::write<apache::thrift::BinaryProtocolWriter>;
.000623000 seconds | cpp2::Struct0::serializedSize<apache::thrift::BinaryProtocolWriter>;
.000433000 seconds | cpp2::Struct0::serializedSizeZC<apache::thrift::BinaryProtocolWriter>;
.002085000 seconds | cpp2::Struct0::read<apache::thrift::CompactProtocolReader>;
.000763000 seconds | cpp2::Struct0::write<apache::thrift::CompactProtocolWriter>;
.000648999 seconds | cpp2::Struct0::serializedSize<apache::thrift::CompactProtocolWriter>;
.000449000 seconds | cpp2::Struct0::serializedSizeZC<apache::thrift::CompactProtocolWriter>;
.000116000 seconds | std::__1::swap;
.000490999 seconds | std::__1::swap;
.000221000 seconds | std::__1::swap<cpp2::Struct1::__isset>;
.000815999 seconds | cpp2::Struct1::read<apache::thrift::BinaryProtocolReader>;
.000464000 seconds | cpp2::Struct1::write<apache::thrift::BinaryProtocolWriter>;
.000431999 seconds | cpp2::Struct1::serializedSize<apache::thrift::BinaryProtocolWriter>;
.000413999 seconds | cpp2::Struct1::serializedSizeZC<apache::thrift::BinaryProtocolWriter>;
.000747000 seconds | cpp2::Struct1::read<apache::thrift::CompactProtocolReader>;
.000456999 seconds | cpp2::Struct1::write<apache::thrift::CompactProtocolWriter>;
.000427000 seconds | cpp2::Struct1::serializedSize<apache::thrift::CompactProtocolWriter>;
.000410000 seconds | cpp2::Struct1::serializedSizeZC<apache::thrift::CompactProtocolWriter>;
